City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Nerchinskiy Zavod,RU,2022-09-21 18:53:30,51.3088,119.61,37.62,81,69,2.17
296,Vinukonda,IN,2022-09-21 18:53:30,16.05,79.75,80.02,69,94,6.89
297,Kerouane,GN,2022-09-21 18:53:32,9.2667,-9.0167,70.86,96,93,4.59
298,Ginir,ET,2022-09-21 18:53:32,7.1333,40.7,64.06,62,14,5.64
299,Nouakchott,MR,2022-09-21 18:53:32,18.0858,-15.9785,85.93,64,100,23.64
300,Vestmanna,FO,2022-09-21 18:53:33,62.1564,-7.1664,50.92,100,100,16.11
301,De Aar,ZA,2022-09-21 18:53:33,-30.6497,24.0123,58.71,29,44,5.7
302,Corowa,AU,2022-09-21 18:53:33,-36.0333,146.3833,54.57,92,100,5.08
303,Codrington,AU,2022-09-21 18:53:34,-38.2667,141.9667,50.83,96,2,4.9
304,Mount Isa,AU,2022-09-21 18:53:34,-20.7333,139.5,65.97,37,78,9.22
305,Ganzhou,CN,2022-09-21 18:53:34,28.8184,115.4327,70.2,53,100,3.18
306,Narsaq,GL,2022-09-21 18:53:35,60.9167,-46.05,47.35,54,39,4.97
307,Kununurra,AU,2022-09-21 18:51:41,-15.7667,128.7333,78.78,73,75,4.61
308,Ukiah,US,2022-09-21 18:53:36,39.1502,-123.2078,73.17,60,0,3.0
309,Kanniyakumari,IN,2022-09-21 18:53:36,8.0833,77.5667,78.6,85,0,18.32
310,Kendal,GB,2022-09-21 18:53:37,54.3268,-2.7476,59.59,82,100,9.84
311,Kampot,KH,2022-09-21 18:50:12,10.6167,104.1833,78.85,86,100,5.88
312,Didwana,IN,2022-09-21 18:53:37,27.4,74.5667,82.96,65,92,6.8
313,Margate,GB,2022-09-21 18:53:38,51.3813,1.3862,60.31,70,29,1.01
314,Port Hardy,CA,2022-09-21 18:53:38,50.6996,-127.4199,55.58,67,20,3.44
315,Kutum,SD,2022-09-21 18:53:38,14.2,24.6667,81.25,32,14,7.7
316,Hanko,FI,2022-09-21 18:53:39,59.8333,22.95,42.15,67,6,7.36
317,Pedro Carbo,EC,2022-09-21 18:53:39,-1.8333,-80.2333,94.6,37,39,2.77
318,Iranshahr,IR,2022-09-21 18:54:40,27.2025,60.6848,91.74,31,0,13.8
319,Saint-Georges,GD,2022-09-21 18:50:33,12.0564,-61.7485,85.68,74,20,10.36
320,Huarmey,PE,2022-09-21 18:54:40,-10.0681,-78.1522,67.32,70,100,13.27
321,Pimentel,PE,2022-09-21 18:54:40,-6.8367,-79.9342,70.09,60,0,19.57
322,Palmer,US,2022-09-21 18:51:08,42.1584,-72.3287,76.62,63,40,4.61
323,Mecca,SA,2022-09-21 18:54:41,21.4267,39.8261,85.51,33,0,7.61
324,Saint-Paul,RE,2022-09-21 18:54:41,-21.0096,55.2707,69.91,78,0,1.5
325,Ketchikan,US,2022-09-21 18:54:42,55.3422,-131.6461,65.08,65,60,1.88
326,Ballina,AU,2022-09-21 18:51:25,-28.8667,153.5667,64.02,99,100,17.18
327,Santarem,BR,2022-09-21 18:54:42,-2.4431,-54.7083,89.73,66,20,11.5
328,Magway,MM,2022-09-21 18:54:43,20.15,94.9167,77.56,89,80,3.69
329,Usinsk,RU,2022-09-21 18:54:43,65.9939,57.5281,37.17,82,99,21.05
330,King City,US,2022-09-21 18:54:43,36.2127,-121.126,75.88,46,4,2.1
331,Umm Lajj,SA,2022-09-21 18:54:44,25.0213,37.2685,82.38,63,0,5.55
332,Novyy Yarychiv,UA,2022-09-21 18:54:44,49.9044,24.3052,48.38,92,100,8.37
333,Foix,FR,2022-09-21 18:54:44,42.8333,1.5833,58.19,66,4,3.36
334,Maceio,BR,2022-09-21 18:54:45,-9.6658,-35.7353,81.84,69,20,13.8
335,Ust-Kut,RU,2022-09-21 18:54:45,56.7938,105.7672,36.66,98,100,2.71
336,Kandrian,PG,2022-09-21 18:54:46,-6.2167,149.55,74.61,96,100,3.11
337,Uzunovo,RU,2022-09-21 18:54:46,54.5386,38.6173,49.08,95,70,6.85
338,Kirakira,SB,2022-09-21 18:54:46,-10.4544,161.9205,75.97,85,66,4.56
339,Dharchula,IN,2022-09-21 18:54:47,29.85,80.5333,70.18,86,96,3.51
340,Vlasikha,RU,2022-09-21 18:54:47,53.2972,83.5742,58.05,44,0,4.47
341,Teguise,ES,2022-09-21 18:54:27,29.0605,-13.564,75.42,65,20,17.27
342,Ankazoabo,MG,2022-09-21 18:54:47,-22.2833,44.5167,72.81,44,0,7.31
343,Mange,SL,2022-09-21 18:54:48,8.9167,-12.85,73.2,98,100,5.68
344,Solnechnyy,RU,2022-09-21 18:54:48,50.7214,136.6319,44.76,83,100,7.9
345,Vernon,CA,2022-09-21 18:52:45,50.2581,-119.2691,69.13,39,0,1.14
346,Sabang,ID,2022-09-21 18:54:49,5.8933,95.3214,81.75,76,100,16.91
347,Noyabrsk,RU,2022-09-21 18:54:49,63.1994,75.4507,50.47,77,98,19.08
348,Kaitangata,NZ,2022-09-21 18:54:49,-46.2817,169.8464,40.82,94,29,3.62
349,Ajdabiya,LY,2022-09-21 18:54:50,30.7554,20.2263,83.32,46,4,14.85
350,Murgab,TM,2022-09-21 18:54:50,37.4966,61.9714,73.27,46,0,0.0
351,Meulaboh,ID,2022-09-21 18:54:50,4.1363,96.1285,74.34,85,100,4.07
352,Jiwani,PK,2022-09-21 18:54:51,25.05,61.7417,79.77,81,22,8.14
353,Brewster,US,2022-09-21 18:54:51,41.3973,-73.6171,81.19,62,6,1.01
354,Goderich,CA,2022-09-21 18:54:52,43.7501,-81.7165,73.9,78,98,16.11
355,Bayanday,RU,2022-09-21 18:54:52,53.0661,105.5139,26.58,93,9,3.24
356,Yaring,TH,2022-09-21 18:54:52,6.8662,101.3689,77.95,83,100,8.95
357,Port-Gentil,GA,2022-09-21 18:54:53,-0.7193,8.7815,78.76,83,40,10.36
358,Nagayo,JP,2022-09-21 18:54:53,32.8242,129.8861,70.36,56,91,4.38
359,Laurel,US,2022-09-21 18:54:53,39.0993,-76.8483,86.85,51,2,5.75
360,Sehithwa,BW,2022-09-21 18:54:54,-20.4667,22.7167,63.63,12,0,5.1
361,Taoudenni,ML,2022-09-21 18:54:54,22.6783,-3.9836,93.0,34,10,21.56
362,Torbat-E Jam,IR,2022-09-21 18:54:54,35.244,60.6225,72.61,19,0,9.28
363,Tyrma,RU,2022-09-21 18:54:55,50.0833,132.1667,40.1,95,61,2.82
364,Mehamn,NO,2022-09-21 18:55:55,71.0357,27.8492,46.35,93,75,20.71
365,Isangel,VU,2022-09-21 18:55:55,-19.55,169.2667,75.31,94,40,9.22
366,Sur,OM,2022-09-21 18:55:56,22.5667,59.5289,82.38,71,0,14.85
367,Byron Bay,AU,2022-09-21 18:53:03,-28.65,153.6167,63.95,87,100,16.4
368,Quang Ngai,VN,2022-09-21 18:53:58,15.1167,108.8,75.63,90,100,4.21
369,Komsomolskiy,UZ,2022-09-21 18:55:56,40.4272,71.7189,72.32,40,71,4.61
370,Cowra,AU,2022-09-21 18:55:57,-33.8333,148.6833,50.47,92,48,7.49
371,North Bend,US,2022-09-21 18:52:09,43.4065,-124.2243,67.24,100,100,4.61
372,Saldanha,ZA,2022-09-21 18:55:57,-33.0117,17.9442,60.85,80,6,8.03
373,Nanortalik,GL,2022-09-21 18:55:58,60.1432,-45.2371,42.94,73,7,10.69
374,Nushki,PK,2022-09-21 18:55:58,29.5542,66.0215,81.99,16,0,3.51
375,Whyalla,AU,2022-09-21 18:55:58,-33.0333,137.5833,55.29,94,100,8.05
376,Baykit,RU,2022-09-21 18:55:59,61.67,96.37,34.27,97,100,5.08
377,Hefei,CN,2022-09-21 18:55:59,31.8639,117.2808,62.62,82,0,2.24
378,Vila Velha,BR,2022-09-21 18:53:00,-20.3297,-40.2925,82.35,82,20,12.66
379,Taber,CA,2022-09-21 18:55:59,49.8167,-112.1518,60.64,39,0,11.5
380,Valle Hermoso,MX,2022-09-21 18:56:00,25.6667,-97.8333,90.9,37,16,7.85
381,Paamiut,GL,2022-09-21 18:56:00,61.994,-49.6678,42.33,71,97,14.5
382,Thanesar,IN,2022-09-21 18:56:01,29.9833,76.8167,76.23,88,79,4.16
383,Khanpur,PK,2022-09-21 18:56:01,28.6453,70.6567,88.52,27,0,7.23
384,Kavieng,PG,2022-09-21 18:56:01,-2.5744,150.7967,80.82,72,99,1.14
385,Marrakesh,MA,2022-09-21 18:56:02,31.6315,-8.0083,86.07,39,20,8.05
386,Caceres,ES,2022-09-21 18:56:02,39.522,-6.3748,77.94,46,6,3.02
387,Loandjili,CG,2022-09-21 18:56:02,-4.7561,11.8578,74.59,85,39,8.01
388,Beloha,MG,2022-09-21 18:56:03,-25.1667,45.05,75.15,47,0,10.94
389,Alice Springs,AU,2022-09-21 18:56:03,-23.7,133.8833,47.75,61,5,0.0
390,Chapais,CA,2022-09-21 18:56:03,49.7834,-74.8492,53.38,95,100,14.32
391,Krasnozerskoye,RU,2022-09-21 18:56:04,53.9828,79.2374,62.87,59,7,6.96
392,Sheboygan,US,2022-09-21 18:52:18,43.7333,-87.9334,73.49,55,0,14.97
393,Soubre,CI,2022-09-21 18:56:04,5.7856,-6.6083,73.04,96,46,1.99
394,Quatre Cocos,MU,2022-09-21 18:56:05,-20.2078,57.7625,72.09,82,37,15.08
395,Areosa,PT,2022-09-21 18:56:05,41.7178,-8.8571,67.26,81,0,2.57
396,Kitob,UZ,2022-09-21 18:56:06,39.0843,66.8332,73.15,24,0,4.94
397,Road Town,VG,2022-09-21 18:52:33,18.4167,-64.6167,87.89,79,100,11.5
398,Eydhafushi,MV,2022-09-21 18:56:06,5.1033,73.0708,81.72,74,15,6.89
399,Yerbogachen,RU,2022-09-21 18:56:06,61.2767,108.0108,28.63,94,100,1.99
400,Oga,IT,2022-09-21 18:56:07,46.4631,10.347,43.34,87,37,2.59
401,Ygatimi,PY,2022-09-21 18:56:07,-24.0833,-55.5,69.24,99,100,4.25
402,Kisesa,TZ,2022-09-21 18:56:07,-3.0833,34.15,79.3,31,99,6.89
403,Marsh Harbour,BS,2022-09-21 18:56:08,26.5412,-77.0636,84.36,72,0,16.75
404,Storsteinnes,NO,2022-09-21 18:56:08,69.2408,19.2344,46.38,97,100,3.02
405,Fairbanks,US,2022-09-21 18:51:32,64.8378,-147.7164,40.3,90,100,6.91
406,Commerce,US,2022-09-21 18:56:09,34.0006,-118.1598,84.69,43,0,5.75
407,Tymovskoye,RU,2022-09-21 18:56:09,50.8456,142.655,43.65,84,27,8.61
408,Havre-Saint-Pierre,CA,2022-09-21 18:56:10,50.2334,-63.5986,53.96,94,100,11.5
409,Venice,US,2022-09-21 18:56:10,27.0998,-82.4543,94.26,74,0,11.5
410,Cayenne,GF,2022-09-21 18:56:10,4.9333,-52.3333,87.84,62,2,14.97
411,Bairiki,KI,2022-09-21 18:57:12,1.3292,172.9752,78.8,89,40,4.61
412,Goundam,ML,2022-09-21 18:54:19,16.4145,-3.6708,89.85,46,1,13.15
413,Mana,GF,2022-09-21 18:57:12,5.6592,-53.7767,83.77,73,32,13.87
414,Naze,JP,2022-09-21 18:57:13,28.3667,129.4833,76.12,84,50,12.95
415,Nishihara,JP,2022-09-21 18:57:13,26.1842,127.7558,78.08,83,16,8.05
416,Karratha,AU,2022-09-21 18:57:13,-20.7377,116.8463,70.65,36,0,9.31
417,Teahupoo,PF,2022-09-21 18:57:14,-17.8333,-149.2667,75.16,76,22,17.07
418,Acajutla,SV,2022-09-21 18:57:14,13.5928,-89.8275,81.52,79,83,12.41
419,Aksha,RU,2022-09-21 18:57:14,50.2814,113.2867,34.32,68,100,13.56
420,Tual,ID,2022-09-21 18:57:15,-5.6667,132.75,82.56,75,100,8.16
421,Udankudi,IN,2022-09-21 18:57:15,8.4333,78.0167,80.35,73,0,10.89
422,Sestri Levante,IT,2022-09-21 18:57:15,44.2732,9.3968,64.81,66,100,3.0
423,Adet,ET,2022-09-21 18:57:16,11.2644,37.4888,57.36,89,100,5.7
424,Sorland,NO,2022-09-21 18:57:16,67.667,12.6934,51.66,96,100,23.15
425,Baruun-Urt,MN,2022-09-21 18:57:17,46.6806,113.2792,38.32,47,100,20.22
426,Jarocin,PL,2022-09-21 18:57:17,51.9727,17.5026,52.57,72,100,6.98
427,Nogliki,RU,2022-09-21 18:57:18,51.8333,143.1667,50.31,76,19,14.25
428,Coihaique,CL,2022-09-21 18:54:07,-45.5752,-72.0662,53.55,47,20,8.05
429,Springville,US,2022-09-21 18:57:18,40.1652,-111.6107,82.56,42,100,4.0
430,Qui Nhon,VN,2022-09-21 18:57:19,13.7667,109.2333,78.76,84,99,5.1
431,Hearst,CA,2022-09-21 18:57:19,49.6835,-83.6665,53.85,88,44,13.98
432,Zapolyarnyy,RU,2022-09-21 18:57:19,69.4154,30.8136,43.88,78,100,16.93
433,Miles City,US,2022-09-21 18:57:20,46.4083,-105.8406,61.56,31,0,5.95
434,Wadi Musa,JO,2022-09-21 18:53:34,30.3222,35.4793,62.33,71,0,10.54
435,Ust-Uda,RU,2022-09-21 18:57:20,54.1742,103.0304,31.84,86,47,1.41
436,Kuching,MY,2022-09-21 18:57:21,1.55,110.3333,73.62,100,20,2.3
437,Ape,LV,2022-09-21 18:57:21,57.5393,26.6929,49.71,97,93,5.55
438,Hendek,TR,2022-09-21 18:57:21,40.7994,30.7481,58.23,70,69,1.77
439,Vasterhaninge,SE,2022-09-21 18:57:22,59.1167,18.1,49.53,89,4,4.76
440,Oyem,GA,2022-09-21 18:57:22,1.5995,11.5793,68.32,98,41,2.44
441,Saint-Pierre,RE,2022-09-21 18:57:22,-21.3393,55.4781,69.48,73,0,6.91
442,Yongan,CN,2022-09-21 18:57:23,39.6957,113.6871,52.07,78,96,5.37
443,Pirovskoye,RU,2022-09-21 18:57:23,57.6267,92.2658,47.89,85,100,8.77
444,Oistins,BB,2022-09-21 18:57:23,13.0667,-59.5333,82.49,78,75,27.63
445,Cafarnaum,BR,2022-09-21 18:57:24,-11.6936,-41.4683,89.31,27,5,11.68
446,Hoquiam,US,2022-09-21 18:57:24,46.9809,-123.8893,75.43,34,0,1.3
447,Dekar,BW,2022-09-21 18:57:25,-21.5333,21.9333,60.66,16,0,5.79
448,Ciudad Bolivar,VE,2022-09-21 18:57:25,8.1222,-63.5497,85.42,62,100,3.56
449,Nyaunglebin,MM,2022-09-21 18:57:25,17.95,96.7333,75.47,96,100,3.71
450,Albenga,IT,2022-09-21 18:57:26,44.0529,8.216,70.14,57,60,8.99
451,Andilamena,MG,2022-09-21 18:57:26,-17.0167,48.5833,59.36,95,100,8.21
452,Sao Felix Do Xingu,BR,2022-09-21 18:57:26,-6.6447,-51.995,96.24,26,95,3.8
453,Araouane,ML,2022-09-21 18:57:27,18.9048,-3.5265,95.18,32,32,11.43
454,Pringsewu,ID,2022-09-21 18:57:27,-5.3582,104.9744,73.2,96,99,1.77
455,Bagdarin,RU,2022-09-21 18:57:27,54.4333,113.6,31.33,88,68,6.35
456,San Vicente,AR,2022-09-21 18:57:28,-26.6167,-54.1333,65.79,90,94,1.5
457,Riyadh,SA,2022-09-21 18:56:19,24.6877,46.7219,91.54,23,0,10.8
458,Siocon,PH,2022-09-21 18:58:28,7.7061,122.1353,78.98,84,100,1.32
459,Faanui,PF,2022-09-21 18:58:29,-16.4833,-151.75,78.26,75,7,21.56
460,Banda Aceh,ID,2022-09-21 18:58:29,5.5577,95.3222,78.73,79,99,11.32
461,Qaqortoq,GL,2022-09-21 18:58:29,60.7167,-46.0333,43.86,70,24,5.73
462,Kalach-Na-Donu,RU,2022-09-21 18:58:30,48.691,43.5264,66.99,72,100,3.04
463,Te Anau,NZ,2022-09-21 18:58:30,-45.4167,167.7167,41.43,93,87,1.45
464,Richards Bay,ZA,2022-09-21 18:58:30,-28.783,32.0377,62.17,82,94,5.64
465,Tuy Hoa,VN,2022-09-21 18:58:31,13.0833,109.3,76.42,90,99,3.58
466,Viking,CA,2022-09-21 18:58:31,53.1001,-111.7684,60.93,30,13,12.66
467,Turbat,PK,2022-09-21 18:58:31,26.0023,63.044,80.1,73,1,4.94
468,Podgornoye,RU,2022-09-21 18:58:32,51.735,39.1496,50.22,93,0,4.47
469,Eggenfelden,DE,2022-09-21 18:58:32,48.4054,12.7626,49.78,85,5,3.58
470,Kaeo,NZ,2022-09-21 18:58:32,-35.1,173.7833,46.33,95,15,3.87
471,Maragogi,BR,2022-09-21 18:55:17,-9.0122,-35.2225,78.91,71,3,8.88
472,Longonjo,AO,2022-09-21 18:58:33,-12.9067,15.2533,71.69,50,97,0.76
473,Adre,TD,2022-09-21 18:58:33,13.4667,22.2,80.29,56,96,8.03
474,Karasburg,NA,2022-09-21 18:58:34,-28.0167,18.75,62.83,15,0,7.61
475,Port Lincoln,AU,2022-09-21 18:58:34,-34.7333,135.8667,53.29,87,98,4.7
476,Itarema,BR,2022-09-21 18:55:19,-2.9248,-39.9167,81.84,69,42,18.68
477,Bilma,NE,2022-09-21 18:58:35,18.6853,12.9164,93.83,10,15,2.04
478,Tongliao,CN,2022-09-21 18:57:22,43.6125,122.2653,60.31,69,6,22.39
479,Colares,PT,2022-09-21 18:58:35,38.7992,-9.4469,74.75,84,20,10.0
480,Bagalkot,IN,2022-09-21 18:58:36,16.1833,75.7,72.91,78,100,12.91
481,Pangnirtung,CA,2022-09-21 18:58:36,66.1451,-65.7125,42.8,52,20,8.05
482,Hovd,MN,2022-09-21 18:58:37,48.0056,91.6419,49.05,48,0,1.43
483,Buraydah,SA,2022-09-21 18:56:59,26.326,43.975,93.65,11,16,10.29
484,Pedro Ii,BR,2022-09-21 18:58:37,-4.4247,-41.4586,96.04,17,0,7.63
485,Gazanjyk,TM,2022-09-21 18:58:38,39.2446,55.5154,79.72,16,0,6.22
486,Aktau,KZ,2022-09-21 18:58:38,43.65,51.2,64.98,32,2,5.84
487,Safford,US,2022-09-21 18:58:38,32.834,-109.7076,83.12,47,82,3.8
488,Caravelas,BR,2022-09-21 18:58:39,-17.7125,-39.2481,78.17,73,20,12.86
489,Sinop,TR,2022-09-21 18:58:39,41.7711,34.8709,52.9,90,100,0.76
490,Tateyama,JP,2022-09-21 18:58:39,34.9833,139.8667,68.09,69,100,19.66
491,Batagay,RU,2022-09-21 18:58:40,67.6333,134.6333,30.43,97,100,9.84
492,Shouguang,CN,2022-09-21 18:58:40,36.88,118.7375,59.92,76,0,8.75
493,Sao Filipe,CV,2022-09-21 18:58:40,14.8961,-24.4956,78.76,77,53,9.51
494,Amahai,ID,2022-09-21 18:58:41,-3.3333,128.9167,76.75,83,100,4.14
495,San Policarpo,PH,2022-09-21 18:58:41,12.1791,125.5072,77.41,88,100,4.79
496,Nyrob,RU,2022-09-21 18:58:41,60.733,56.7202,44.53,97,21,4.21
497,Rio Gallegos,AR,2022-09-21 18:58:42,-51.6226,-69.2181,51.85,46,0,26.46
498,San Rafael,AR,2022-09-21 18:53:51,-34.6177,-68.3301,60.48,14,3,0.74
499,Kudahuvadhoo,MV,2022-09-21 18:58:42,2.6708,72.8944,82.11,74,20,8.52
500,Malnas,RO,2022-09-21 18:58:43,46.0167,25.8333,45.72,89,79,3.71
501,La Ronge,CA,2022-09-21 18:59:43,55.1001,-105.2842,55.62,47,20,5.75
502,Pyay,MM,2022-09-21 18:59:43,18.8167,95.2167,74.73,94,95,1.54
503,Poya,NC,2022-09-21 18:59:44,-21.35,165.15,68.61,87,11,4.68
504,Kokstad,ZA,2022-09-21 18:59:44,-30.5472,29.4241,47.1,83,2,3.22
505,Jega,NG,2022-09-21 18:59:44,12.2175,4.3792,80.42,72,93,1.66
506,Darnah,LY,2022-09-21 18:59:45,32.767,22.6367,76.82,79,17,10.87
507,Yeppoon,AU,2022-09-21 18:59:45,-23.1333,150.7333,65.98,90,81,9.4
508,Suntar,RU,2022-09-21 18:59:45,62.1444,117.6319,29.48,95,86,5.61
509,Morant Bay,JM,2022-09-21 18:59:46,17.8815,-76.4093,91.02,72,71,8.32
510,Zaozerne,UA,2022-09-21 18:59:46,45.1582,33.2787,58.77,61,7,8.88
511,Semporna,MY,2022-09-21 18:59:46,4.4818,118.6112,77.47,85,100,3.11
512,Mersing,MY,2022-09-21 18:59:47,2.4312,103.8405,78.71,89,40,3.44
513,Avdiyivka,UA,2022-09-21 18:59:47,48.1399,37.7426,55.06,48,1,5.44
514,Itoman,JP,2022-09-21 18:59:48,26.1247,127.6694,78.82,83,25,8.05
515,Dwarka,IN,2022-09-21 18:59:48,22.2394,68.9678,80.4,74,7,9.26
516,Buala,SB,2022-09-21 18:59:48,-8.145,159.5921,76.17,85,100,3.8
517,Valparaiso,CL,2022-09-21 18:59:49,-33.0393,-71.6273,62.83,73,0,11.5
518,Lerwick,GB,2022-09-21 18:59:49,60.1545,-1.1494,55.4,95,100,14.56
519,Gornyy,RU,2022-09-21 18:59:49,55.1153,83.9059,55.0,46,72,8.16
520,Ilulissat,GL,2022-09-21 18:59:50,69.2167,-51.1,34.05,78,49,5.68
521,Pacific Grove,US,2022-09-21 18:59:50,36.6177,-121.9166,72.81,75,17,3.0
522,Madimba,TZ,2022-09-21 18:59:50,-10.4,40.3333,72.34,85,46,8.81
523,Dukat,RU,2022-09-21 18:59:51,62.55,155.55,24.58,97,100,3.71
524,Le Port,RE,2022-09-21 18:59:51,-20.9373,55.2919,69.8,77,0,4.09
525,Kaliyaganj,IN,2022-09-21 18:59:51,25.6333,88.3167,77.95,93,95,5.17
526,Vaitape,PF,2022-09-21 18:59:52,-16.5167,-151.75,78.24,75,7,21.52
527,Nizhniy Tagil,RU,2022-09-21 18:59:52,57.9194,59.965,54.03,65,100,3.67
528,Asasa,ET,2022-09-21 18:59:53,7.1,39.2,56.21,84,76,1.86
529,Toora-Khem,RU,2022-09-21 18:59:53,52.4675,96.11,36.09,86,70,1.72
530,Emerald,AU,2022-09-21 18:59:13,-23.5333,148.1667,66.34,86,4,3.71
531,Baghdad,IQ,2022-09-21 18:59:53,33.3406,44.4009,87.71,30,75,3.44
532,Zaria,NG,2022-09-21 18:59:54,11.1113,7.7227,76.75,73,100,6.44
533,Barcelona,ES,2022-09-21 18:56:49,41.3888,2.159,73.15,71,40,9.22
534,Lata,PT,2022-09-21 18:59:54,40.1629,-8.3327,67.86,80,2,2.86
535,Svetlaya,RU,2022-09-21 18:59:55,46.5389,138.3297,49.06,54,0,5.55
536,Liuzhou,CN,2022-09-21 18:59:55,24.3126,109.3892,77.7,82,50,1.61
537,Atar,MR,2022-09-21 18:59:55,20.5169,-13.0499,99.54,26,10,14.58
538,Kansas City,US,2022-09-21 18:58:39,39.0997,-94.5786,91.53,61,100,11.99
539,Vrangel,RU,2022-09-21 18:59:56,42.7297,133.0839,57.24,77,0,2.77
540,Vestmannaeyjar,IS,2022-09-21 18:59:56,63.4427,-20.2734,52.79,87,40,9.22
