City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
90,Marienburg,PL,2022-09-21 18:47:18,54.0359,19.0266,50.88,88,54,7.0
91,Atuona,PF,2022-09-21 18:48:18,-9.8,-139.0333,76.35,81,70,22.59
92,Chokurdakh,RU,2022-09-21 18:48:18,70.6333,147.9167,32.88,94,100,8.57
93,Hilo,US,2022-09-21 18:45:42,19.7297,-155.09,79.61,78,100,5.99
94,Mount Gambier,AU,2022-09-21 18:48:19,-37.8333,140.7667,51.71,100,100,5.75
95,Batemans Bay,AU,2022-09-21 18:48:19,-35.7167,150.1833,61.11,97,94,1.48
96,Bara,NG,2022-09-21 18:48:19,10.3744,10.7288,78.08,77,100,2.21
97,Lunenburg,CA,2022-09-21 18:43:32,44.3835,-64.3155,69.06,92,93,5.75
98,Talnakh,RU,2022-09-21 18:48:20,69.4865,88.3972,34.21,96,100,16.89
99,Mataura,NZ,2022-09-21 18:44:13,-46.1927,168.8643,38.52,99,27,1.86
100,Caucaia,BR,2022-09-21 18:48:20,-3.7361,-38.6531,84.15,73,75,17.27
101,Sao Joao Da Barra,BR,2022-09-21 18:48:21,-21.6403,-41.0511,80.69,75,96,12.59
102,Cape Town,ZA,2022-09-21 18:43:31,-33.9258,18.4232,63.91,54,0,4.61
103,Mazyr,BY,2022-09-21 18:48:21,52.0495,29.2456,48.04,89,100,4.68
104,Cidreira,BR,2022-09-21 18:48:22,-30.1811,-50.2056,64.92,79,48,11.52
105,Grindavik,IS,2022-09-21 18:48:22,63.8424,-22.4338,52.27,93,75,6.91
106,Thanh Hoa,VN,2022-09-21 18:48:22,19.8,105.7667,73.44,98,100,4.36
107,Colmenar Viejo,ES,2022-09-21 18:45:00,40.6591,-3.7676,75.45,61,99,1.01
108,Tahoua,NE,2022-09-21 18:48:23,14.8888,5.2692,87.78,58,20,4.61
109,La Asuncion,VE,2022-09-21 18:48:23,11.0333,-63.8628,78.53,100,96,5.75
110,Axim,GH,2022-09-21 18:48:24,4.8699,-2.2405,75.96,87,54,4.34
111,Severo-Kurilsk,RU,2022-09-21 18:48:24,50.6789,156.125,47.82,75,6,15.17
112,Dodola,ET,2022-09-21 18:48:24,6.9833,39.1833,54.99,84,80,2.15
113,Dikson,RU,2022-09-21 18:48:25,73.5069,80.5464,29.61,88,100,29.93
114,Loukhi,RU,2022-09-21 18:48:25,66.0764,33.0381,41.76,70,99,5.75
115,Tigil,RU,2022-09-21 18:48:26,57.8,158.6667,42.01,66,71,26.49
116,Geraldton,AU,2022-09-21 18:48:26,-28.7667,114.6,50.41,93,9,5.75
117,Norman Wells,CA,2022-09-21 18:48:26,65.282,-126.8329,50.04,76,100,5.75
118,Port Alfred,ZA,2022-09-21 18:48:27,-33.5906,26.891,59.18,88,46,1.99
119,Muros,ES,2022-09-21 18:48:27,42.7762,-9.0603,66.87,66,0,3.4
120,Kruisfontein,ZA,2022-09-21 18:48:28,-34.0033,24.7314,60.89,69,62,2.95
121,Kalmunai,LK,2022-09-21 18:48:28,7.4167,81.8167,80.71,77,5,4.09
122,Jadu,LY,2022-09-21 18:48:28,31.953,12.0261,71.06,73,9,9.78
123,Ruston,US,2022-09-21 18:45:01,32.5232,-92.6379,95.59,40,0,3.44
124,Namibe,AO,2022-09-21 18:48:29,-15.1961,12.1522,66.02,88,95,10.78
125,Georgetown,MY,2022-09-21 18:44:19,5.4112,100.3354,77.9,90,20,9.22
126,Tuatapere,NZ,2022-09-21 18:48:29,-46.1333,167.6833,41.02,94,18,3.51
127,Broken Hill,AU,2022-09-21 18:47:58,-31.95,141.4333,53.55,93,99,14.7
128,Kidal,ML,2022-09-21 18:48:30,18.4411,1.4078,94.41,31,98,15.82
129,Maldonado,UY,2022-09-21 18:48:30,-34.6667,-54.9167,60.19,50,77,11.03
130,Cabo San Lucas,MX,2022-09-21 18:47:03,22.8909,-109.9124,88.52,71,11,9.31
131,Sojitra,IN,2022-09-21 18:48:31,22.55,72.7167,79.86,68,100,5.73
132,San Patricio,US,2022-09-21 18:48:31,28.017,-97.5169,91.26,42,0,8.39
133,Chuy,UY,2022-09-21 18:45:36,-33.6971,-53.4616,55.69,65,100,9.84
134,Deming,US,2022-09-21 18:48:32,32.2687,-107.7586,85.41,33,3,7.34
135,Ewa Beach,US,2022-09-21 18:48:32,21.3156,-158.0072,81.09,68,20,12.66
136,Saskylakh,RU,2022-09-21 18:48:33,71.9167,114.0833,16.18,96,45,5.61
137,Torbay,CA,2022-09-21 18:49:33,47.6666,-52.7314,57.97,72,75,18.41
138,San Quintin,MX,2022-09-21 18:49:33,30.4833,-115.95,75.34,66,13,15.14
139,Lebu,CL,2022-09-21 18:49:34,-37.6167,-73.65,51.26,69,90,8.46
140,Tautira,PF,2022-09-21 18:49:34,-17.7333,-149.15,77.47,75,19,16.58
141,Portland,US,2022-09-21 18:46:56,45.5234,-122.6762,76.15,53,100,5.75
142,Henties Bay,NA,2022-09-21 18:49:35,-22.116,14.2845,58.66,72,0,6.35
143,Biltine,TD,2022-09-21 18:49:35,14.5333,20.9167,89.78,33,70,6.55
144,Port Elizabeth,ZA,2022-09-21 18:46:41,-33.918,25.5701,63.1,88,0,10.36
145,Cruces,CU,2022-09-21 18:49:36,22.3411,-80.2667,90.72,49,9,9.44
146,Bambanglipuro,ID,2022-09-21 18:49:36,-7.95,110.2833,76.24,90,100,9.6
147,Edeia,BR,2022-09-21 18:49:36,-17.3383,-49.9314,93.83,28,87,14.34
148,Ozinki,RU,2022-09-21 18:49:37,51.1786,49.6769,69.58,25,100,8.95
149,Kaohsiung,TW,2022-09-21 18:46:56,22.6163,120.3133,80.04,83,40,3.44
150,Le Vauclin,MQ,2022-09-21 18:49:37,14.5452,-60.8388,84.25,79,75,16.11
151,Fortuna,US,2022-09-21 18:49:38,40.5982,-124.1573,65.98,80,100,1.01
152,Los Llanos De Aridane,ES,2022-09-21 18:49:38,28.6585,-17.9182,73.15,89,20,8.05
153,Jasper,US,2022-09-21 18:45:54,37.2001,-94.3502,98.46,37,20,8.05
154,Beringovskiy,RU,2022-09-21 18:49:38,63.05,179.3167,41.52,88,100,5.19
155,Korla,CN,2022-09-21 18:49:39,41.7597,86.1469,74.26,22,92,8.63
156,Tasiilaq,GL,2022-09-21 18:49:39,65.6145,-37.6368,37.56,94,62,4.23
157,Peterongan,ID,2022-09-21 18:49:40,-7.5394,112.2792,74.16,91,55,4.56
158,Lompoc,US,2022-09-21 18:49:40,34.6391,-120.4579,79.7,60,40,4.0
159,Tura,IN,2022-09-21 18:49:40,25.5198,90.2201,73.76,96,92,4.76
160,Shingu,JP,2022-09-21 18:49:41,33.7333,135.9833,70.68,96,100,18.23
161,Ouadda,CF,2022-09-21 18:49:41,8.0777,22.4007,69.89,92,74,2.68
162,Mar Del Plata,AR,2022-09-21 18:48:07,-38.0023,-57.5575,57.22,74,0,11.5
163,Zhigansk,RU,2022-09-21 18:49:42,66.7697,123.3711,29.57,94,100,18.84
164,Osorno,CL,2022-09-21 18:47:37,-40.5667,-73.15,54.25,76,75,8.05
165,Weihe,CN,2022-09-21 18:49:42,32.9952,105.3247,58.55,94,100,5.1
166,Ancud,CL,2022-09-21 18:49:43,-41.8697,-73.8203,47.23,73,35,13.31
167,Raga,SS,2022-09-21 18:49:43,8.4596,25.678,76.01,83,78,1.34
168,Natal,BR,2022-09-21 18:49:43,-5.795,-35.2094,88.02,62,20,16.11
169,Grand-Lahou,CI,2022-09-21 18:49:44,5.1367,-5.0242,75.56,90,13,5.23
170,Moron,AR,2022-09-21 18:49:44,-34.6534,-58.6198,64.29,61,85,4.99
171,Oranjemund,NA,2022-09-21 18:49:44,-28.55,16.4333,59.61,61,0,1.1
172,Curup,ID,2022-09-21 18:49:45,-3.4667,102.5333,66.61,98,68,0.94
173,Gasa,PS,2022-09-21 18:46:22,31.5,34.4667,72.88,57,0,9.1
174,Kualakapuas,ID,2022-09-21 18:49:45,-3.0091,114.3876,73.26,95,99,1.12
175,Labuhan,ID,2022-09-21 18:49:46,-6.8844,112.2051,77.67,86,100,7.27
176,Yining,CN,2022-09-21 18:49:46,29.0361,114.5636,67.5,68,100,0.67
177,Tilichiki,RU,2022-09-21 18:49:47,60.4667,166.1,40.33,79,98,23.62
178,Okhotsk,RU,2022-09-21 18:49:47,59.3833,143.3,37.54,49,0,27.56
179,Svetlogorsk,BY,2022-09-21 18:49:47,52.6333,29.7333,46.09,92,100,4.92
180,Thompson,CA,2022-09-21 18:49:48,55.7435,-97.8558,46.56,61,75,9.22
181,Hawalli,KW,2022-09-21 18:49:48,29.2833,47.9972,91.49,71,0,11.01
182,Northam,GB,2022-09-21 18:49:48,51.0333,-4.2167,59.4,83,99,7.58
183,Nowy Dwor Gdanski,PL,2022-09-21 18:49:49,54.2131,19.1177,49.98,78,92,10.42
184,Creston,US,2022-09-21 18:49:49,41.0586,-94.3614,72.34,52,0,14.97
185,Lasa,IT,2022-09-21 18:49:49,46.6166,10.7002,58.08,80,3,0.51
186,Santa Maria,BR,2022-09-21 18:47:57,-29.6842,-53.8069,63.7,72,100,8.05
187,Weihai,CN,2022-09-21 18:50:50,37.5017,122.1136,61.41,69,0,12.3
188,Vardo,NO,2022-09-21 18:50:50,70.3705,31.1107,42.78,87,75,20.71
189,Koumac,NC,2022-09-21 18:50:51,-20.5667,164.2833,71.92,83,39,4.43
190,Ribeira Grande,PT,2022-09-21 18:50:51,38.5167,-28.7,77.4,83,40,9.22
191,Taybad,IR,2022-09-21 18:50:51,34.74,60.7756,74.23,18,0,10.58
192,Durban,ZA,2022-09-21 18:50:52,-29.8579,31.0292,62.02,84,0,1.99
193,Atascocita,US,2022-09-21 18:50:52,29.9988,-95.1766,94.98,56,20,1.01
194,Saint George,US,2022-09-21 18:46:56,37.1041,-113.5841,86.59,37,75,8.05
195,Port Blair,IN,2022-09-21 18:50:53,11.6667,92.75,78.84,89,40,2.3
196,Contai,IN,2022-09-21 18:50:53,21.7786,87.7536,80.65,86,6,10.51
197,Deputatskiy,RU,2022-09-21 18:50:54,69.3,139.9,24.84,92,100,9.1
198,Inhambane,MZ,2022-09-21 18:50:54,-23.865,35.3833,71.58,94,20,3.44
199,Victoria,HK,2022-09-21 18:48:38,22.2855,114.1577,84.33,74,100,5.99
200,Ostrovnoy,RU,2022-09-21 18:50:55,68.0531,39.5131,42.35,78,100,13.15
201,Dryden,CA,2022-09-21 18:50:55,49.7833,-92.7503,48.49,76,100,12.66
202,Makakilo City,US,2022-09-21 18:50:55,21.3469,-158.0858,79.68,67,20,12.66
203,Vega De Alatorre,MX,2022-09-21 18:50:56,20.0333,-96.6333,85.08,64,56,13.6
204,Karpathos,GR,2022-09-21 18:50:56,35.507,27.2132,73.36,64,0,9.22
205,Mareeba,AU,2022-09-21 18:50:56,-17.0,145.4333,66.92,94,100,1.54
206,Marawi,PH,2022-09-21 18:50:57,7.9986,124.2928,68.5,92,100,2.98
207,Hasaki,JP,2022-09-21 18:50:57,35.7333,140.8333,63.28,61,100,19.37
208,Port Hueneme,US,2022-09-21 18:50:57,34.1478,-119.1951,83.07,56,20,9.22
209,Raudeberg,NO,2022-09-21 18:50:58,61.9875,5.1352,56.86,64,100,19.13
210,Kushiro,JP,2022-09-21 18:50:58,42.975,144.3747,50.41,88,0,4.14
211,Airai,TL,2022-09-21 18:46:16,-8.9266,125.4092,59.99,87,100,2.95
212,Alugan,PH,2022-09-21 18:50:59,12.2188,125.4808,77.02,88,100,4.38
213,Chulman,RU,2022-09-21 18:50:59,56.8479,124.9104,34.84,99,100,2.1
214,Paita,PE,2022-09-21 18:50:59,-5.0892,-81.1144,71.29,67,70,18.88
215,Bethel,US,2022-09-21 18:46:35,41.3712,-73.414,79.18,60,0,3.44
216,Umm Kaddadah,SD,2022-09-21 18:51:00,13.6017,26.6876,91.35,15,15,10.87
217,Dingle,PH,2022-09-21 18:51:00,10.9995,122.6711,74.97,91,100,2.19
218,Fort Nelson,CA,2022-09-21 18:51:01,58.8053,-122.7002,53.19,58,40,5.75
219,Xuanhua,CN,2022-09-21 18:51:01,40.6103,115.0447,57.76,62,100,1.63
220,Luderitz,NA,2022-09-21 18:51:01,-26.6481,15.1594,63.09,46,0,7.07
221,Alta Floresta,BR,2022-09-21 18:51:02,-9.8756,-56.0861,86.68,48,66,5.68
222,Pevek,RU,2022-09-21 18:51:02,69.7008,170.3133,34.86,75,0,9.15
223,Butaritari,KI,2022-09-21 18:51:02,3.0707,172.7902,80.13,75,96,4.74
224,Chaparral,CO,2022-09-21 18:51:03,3.7232,-75.4832,84.94,48,100,5.26
225,Mulanje,MW,2022-09-21 18:51:03,-16.0316,35.5,80.44,34,78,3.27
226,Odweyne,SO,2022-09-21 18:51:04,9.4092,45.064,86.49,31,94,8.03
227,Hare Bay,CA,2022-09-21 18:51:04,48.8499,-54.0148,63.75,54,100,10.54
228,Liverpool,GB,2022-09-21 18:51:04,53.4106,-2.9779,62.29,74,20,8.05
229,Djibo,BF,2022-09-21 18:51:05,14.1022,-1.6306,83.57,63,78,6.98
230,Kahului,US,2022-09-21 18:48:11,20.8947,-156.47,84.97,68,20,12.66
231,Kapit,MY,2022-09-21 18:51:05,2.0167,112.9333,72.55,96,100,0.78
232,Smolensk,RU,2022-09-21 18:51:06,55.0,33.0,47.53,95,100,7.61
233,Owosso,US,2022-09-21 18:51:06,42.9978,-84.1766,83.12,65,40,13.8
234,Banga,PH,2022-09-21 18:51:06,6.4239,124.7783,73.53,92,100,1.39
235,Sandpoint,US,2022-09-21 18:52:07,48.2766,-116.5533,69.04,32,0,23.0
236,Longyearbyen,SJ,2022-09-21 18:52:07,78.2186,15.6401,35.44,69,40,24.16
237,Castro,BR,2022-09-21 18:52:08,-24.7911,-50.0119,59.07,98,100,6.35
238,Novogurovskiy,RU,2022-09-21 18:52:08,54.4678,37.3428,47.08,95,93,6.4
239,Kantilo,IN,2022-09-21 18:52:08,20.35,85.1833,77.74,92,82,0.87
240,Tezu,IN,2022-09-21 18:52:09,27.9167,96.1667,74.01,98,100,2.95
241,Clyde River,CA,2022-09-21 18:52:09,70.4692,-68.5914,30.43,74,75,2.3
242,Sept-Iles,CA,2022-09-21 18:52:09,50.2001,-66.3821,51.06,93,100,8.05
243,Pisco,PE,2022-09-21 18:52:10,-13.7,-76.2167,67.01,68,0,9.22
244,Sydney,AU,2022-09-21 18:52:06,-33.8679,151.2073,61.72,90,75,13.8
245,Harper,LR,2022-09-21 18:52:10,4.375,-7.7169,76.71,87,89,10.02
246,Zaragoza,ES,2022-09-21 18:52:10,41.6561,-0.8773,76.86,28,0,8.05
247,Tumpat,MY,2022-09-21 18:52:11,6.1978,102.171,75.18,94,40,4.61
248,Acarau,BR,2022-09-21 18:52:11,-2.8856,-40.12,82.33,69,19,20.42
249,Lishui,CN,2022-09-21 18:52:12,28.4604,119.9103,67.93,96,94,2.21
250,Broome,US,2022-09-21 18:52:12,42.2506,-75.833,82.02,55,0,10.36
251,Srednekolymsk,RU,2022-09-21 18:52:13,67.45,153.6833,35.04,99,100,7.43
252,Medzev,SK,2022-09-21 18:52:13,48.7004,20.8937,51.66,80,100,6.26
253,Tazovskiy,RU,2022-09-21 18:52:13,67.4667,78.7,41.47,92,100,22.32
254,Nyurba,RU,2022-09-21 18:52:14,63.2842,118.3319,24.6,91,18,5.95
255,Kamenka,RU,2022-09-21 18:52:14,51.3223,42.7678,52.32,78,100,1.12
256,Asbest,RU,2022-09-21 18:52:14,57.0099,61.4578,59.11,66,100,3.51
257,Touros,BR,2022-09-21 18:52:15,-5.1989,-35.4608,80.38,70,1,13.29
258,Esperance,AU,2022-09-21 18:52:15,-33.8667,121.9,55.24,77,100,17.56
259,Orcopampa,PE,2022-09-21 18:52:16,-15.2661,-72.3417,64.35,6,65,13.58
260,Chicama,PE,2022-09-21 18:52:16,-7.8447,-79.1469,59.54,60,87,11.05
261,La Mira,MX,2022-09-21 18:52:16,18.035,-102.3266,82.85,75,93,6.87
262,Vao,NC,2022-09-21 18:52:17,-22.6667,167.4833,71.85,75,100,11.3
263,Benbrook,US,2022-09-21 18:52:17,32.6732,-97.4606,96.93,39,0,8.05
264,Hispania,CO,2022-09-21 18:52:18,5.7993,-75.9072,80.73,68,85,2.13
265,Maputo,MZ,2022-09-21 18:51:31,-25.9653,32.5892,64.22,87,75,8.05
266,Sao Gabriel Da Cachoeira,BR,2022-09-21 18:52:18,-0.1303,-67.0892,89.64,51,99,2.82
267,Moratuwa,LK,2022-09-21 18:52:18,6.773,79.8816,78.82,86,8,7.96
268,Middle Island,US,2022-09-21 18:52:19,40.8843,-72.9373,78.35,66,100,10.36
269,Egvekinot,RU,2022-09-21 18:52:19,66.3167,-179.1667,33.37,98,100,16.08
270,Bardiyah,LY,2022-09-21 18:52:20,31.7561,25.0865,77.5,67,44,6.33
271,Dunedin,NZ,2022-09-21 18:52:20,-45.8742,170.5036,43.81,89,9,3.15
272,Faya,SA,2022-09-21 18:52:20,18.3851,42.4509,68.11,51,87,3.24
273,Alofi,NU,2022-09-21 18:50:50,-19.0595,-169.9187,71.49,94,100,10.36
274,Solbjerg,DK,2022-09-21 18:52:21,56.0427,10.0863,56.82,74,65,3.36
275,Comodoro Rivadavia,AR,2022-09-21 18:49:47,-45.8667,-67.5,48.06,76,75,11.5
276,Dawson Creek,CA,2022-09-21 18:52:22,55.7666,-120.2362,62.24,42,0,2.3
277,Asau,RO,2022-09-21 18:52:22,46.4333,26.4,47.32,92,100,0.72
278,Bathsheba,BB,2022-09-21 18:53:22,13.2167,-59.5167,83.01,78,75,27.63
279,Kavaratti,IN,2022-09-21 18:53:23,10.5669,72.642,81.27,75,1,9.62
280,Jinka,ET,2022-09-21 18:53:24,5.65,36.65,67.33,68,49,2.13
281,Lavrentiya,RU,2022-09-21 18:53:25,65.5833,-171.0,39.97,97,100,27.54
282,Saint Anthony,US,2022-09-21 18:53:25,45.0205,-93.218,68.9,54,75,13.8
283,Khatanga,RU,2022-09-21 18:53:25,71.9667,102.5,21.63,81,77,15.12
284,Hofn,IS,2022-09-21 18:53:26,64.2539,-15.2082,50.02,93,20,3.44
285,Tamiahua,MX,2022-09-21 18:53:26,21.2667,-97.45,85.75,62,6,9.62
286,Yar-Sale,RU,2022-09-21 18:53:26,66.8333,70.8333,39.02,73,97,18.86
287,Rurrenabaque,BO,2022-09-21 18:53:27,-14.4413,-67.5278,94.89,63,20,9.22
288,Nouadhibou,MR,2022-09-21 18:53:27,20.931,-17.0347,76.98,69,76,20.71
289,Wasilla,US,2022-09-21 18:53:28,61.5814,-149.4394,45.07,93,100,4.61
290,Puerto Escondido,MX,2022-09-21 18:53:28,15.85,-97.0667,83.08,77,100,7.0
291,Port Macquarie,AU,2022-09-21 18:53:28,-31.4333,152.9167,61.9,89,100,18.68
292,Darhan,MN,2022-09-21 18:53:29,49.4867,105.9228,37.09,65,7,6.17
293,Vista Hermosa,MX,2022-09-21 18:53:29,19.5167,-99.2167,68.56,50,84,5.5
294,Visakhapatnam,IN,2022-09-21 18:53:29,17.69,83.2093,82.29,89,40,3.44
